Region,Instance Type,Savings Plan Rate,Savings over On-Demand,On-Demand Rate,Database Edition,License Model,Service Code,Usage Type,Operation,Unit
ca-central-1,CAN1-InstanceUsage-Db.influx.medium,0.1032,20%,0.129,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-InstanceUsage-Db.influx.medium,Compute:001,Hrs
ca-central-1,CAN1-InstanceUsage-Db.influx.xlarge,0.4128,20%,0.516,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-InstanceUsage-Db.influx.xlarge,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.12xlarge,9.9072,20%,12.384,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.12xlarge,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.16xlarge,13.2096,20%,16.512,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.16xlarge,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.24xlarge,19.8144,20%,24.768,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.24xlarge,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.2xlarge,1.6512,20%,2.064,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.2xlarge,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.4xlarge,3.3024,20%,4.128,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.4xlarge,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.8xlarge,6.6048,20%,8.256,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.8xlarge,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.large,0.4128,20%,0.516,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.large,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.medium,0.2064,20%,0.258,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.medium,Compute:001,Hrs
ca-central-1,CAN1-MultiAZUsage-Db.influx.xlarge,0.8256,20%,1.032,Amazon Timestream,AWS Native,AmazonTimestream,CAN1-MultiAZUsage-Db.influx.xlarge,Compute:001,Hrs
ca-central-1,DynamoDB Read Capacity Unit,0.00012584,12%,0.000143,AmazonMCS,N/A,AmazonMCS,CAN1-ReadCapacityUnit-Hrs,CommittedThroughput,ReadCapacityUnit-Hrs
ca-central-1,DynamoDB Read Request Unit,0.0000001128,18%,0.0000001376,AmazonMCS,N/A,AmazonMCS,CAN1-ReadRequestUnits,PayPerRequestThroughput,ReadRequestUnits
ca-central-1,DynamoDB Write Capacity Unit,0.0006292,12%,0.000715,AmazonMCS,N/A,AmazonMCS,CAN1-WriteCapacityUnit-Hrs,CommittedThroughput,WriteCapacityUnit-Hrs
ca-central-1,DynamoDB Write Request Unit,0.0000005638,18%,0.0000006876,AmazonMCS,N/A,AmazonMCS,CAN1-WriteRequestUnits,PayPerRequestThroughput,WriteRequestUnits
ca-central-1,db.m7g.12xlarge,3.56352,20%,4.4544,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.12xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.16xlarge,4.75136,20%,5.9392,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.16xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.2xlarge,0.59392,20%,0.7424,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.2xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.4xlarge,1.18784,20%,1.4848,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.4xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.8xlarge,2.37568,20%,2.9696,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.8xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.large,0.14848,20%,0.1856,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.large,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.xlarge,0.29696,20%,0.3712,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.12xlarge,3.7632,20%,4.704,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.12xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.16xlarge,5.0176,20%,6.272,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.16xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.24xlarge,7.5264,20%,9.408,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.24xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.2xlarge,0.6272,20%,0.784,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.2xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.48xlarge,15.0528,20%,18.816,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.48xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.4xlarge,1.2544,20%,1.568,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.4xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.8xlarge,2.5088,20%,3.136,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.8xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.large,0.1568,20%,0.196,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.large,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.xlarge,0.3136,20%,0.392,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.12xlarge,4.95744,20%,6.1968,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.12xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.16xlarge,6.60992,20%,8.2624,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.16xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.2xlarge,0.82624,20%,1.0328,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.2xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.4xlarge,1.65248,20%,2.0656,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.4xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.8xlarge,3.30496,20%,4.1312,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.8xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.large,0.20656,20%,0.2582,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.large,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.xlarge,0.41312,20%,0.5164,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.12xlarge,5.184,20%,6.48,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.12xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.16xlarge,6.912,20%,8.64,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.16xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.24xlarge,10.368,20%,12.96,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.24xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.2xlarge,0.864,20%,1.08,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.2xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.48xlarge,20.736,20%,25.92,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.48xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.4xlarge,1.728,20%,2.16,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.4xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.8xlarge,3.456,20%,4.32,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.8xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.large,0.216,20%,0.27,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.large,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.xlarge,0.432,20%,0.54,Aurora MySQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.xl,CreateDBInstance:0014,Hrs
ca-central-1,Aurora Serverless v2 ACU,0.091,35%,0.14,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-Aurora:ServerlessV2Usage,CreateDBInstance:0016,ACU-Hr
ca-central-1,db.r7g.12xlarge,5.8368,20%,7.296,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.12xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.16xlarge,7.7832,20%,9.729,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.16xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.2xlarge,0.9728,20%,1.216,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.2xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.4xlarge,1.9456,20%,2.432,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.4xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.8xlarge,3.8912,20%,4.864,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.8xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.large,0.2432,20%,0.304,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.large,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.xlarge,0.4864,20%,0.608,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.12xlarge,6.144,20%,7.68,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.12xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.16xlarge,8.192,20%,10.24,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.16xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.24xlarge,12.288,20%,15.36,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.24xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.2xlarge,1.024,20%,1.28,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.2xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.48xlarge,24.576,20%,30.72,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.48xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.4xlarge,2.048,20%,2.56,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.4xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.8xlarge,4.096,20%,5.12,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.8xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.large,0.256,20%,0.32,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.large,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.xlarge,0.512,20%,0.64,Aurora MySQL (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.xl,CreateDBInstance:0016,Hrs
ca-central-1,Aurora Serverless v2 ACU,0.1235,35%,0.19,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-Aurora:ServerlessV2IOOptimizedUsage,CreateDBInstance:0016,ACU-Hr
ca-central-1,db.r7g.12xlarge,7.588,20%,9.485,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7g.12xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.16xlarge,10.1184,20%,12.648,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7g.16xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.2xlarge,1.2648,20%,1.581,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7g.2xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.4xlarge,2.5296,20%,3.162,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7g.4xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.8xlarge,5.0584,20%,6.323,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7g.8xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.large,0.316,20%,0.395,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7g.large,CreateDBInstance:0016,Hrs
ca-central-1,db.r7g.xlarge,0.632,20%,0.79,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7g.xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.12xlarge,7.9872,20%,9.984,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.12xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.16xlarge,10.6496,20%,13.312,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.16xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.24xlarge,15.9744,20%,19.968,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.24xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.2xlarge,1.3312,20%,1.664,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.2xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.48xlarge,31.9488,20%,39.936,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.48xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.4xlarge,2.6624,20%,3.328,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.4xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.8xlarge,5.3248,20%,6.656,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.8xl,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.large,0.3328,20%,0.416,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.large,CreateDBInstance:0016,Hrs
ca-central-1,db.r7i.xlarge,0.6656,20%,0.832,Aurora MySQL (I/O Optimized) (I/O Optimized),Open Source,AmazonRDS,CAN1-InstanceUsageIOOptimized:db.r7i.xl,CreateDBInstance:0016,Hrs
ca-central-1,db.m7g.12xlarge,7.12704,20%,8.9088,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7g.12xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.16xlarge,9.50272,20%,11.8784,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7g.16xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.2xlarge,1.18784,20%,1.4848,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7g.2xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.4xlarge,2.37568,20%,2.9696,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7g.4xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.8xlarge,4.75136,20%,5.9392,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7g.8xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.large,0.29696,20%,0.3712,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7g.large,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.xlarge,0.59392,20%,0.7424,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7g.xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.12xlarge,7.5264,20%,9.408,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.12xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.16xlarge,10.0352,20%,12.544,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.16xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.24xlarge,15.0528,20%,18.816,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.24xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.2xlarge,1.2544,20%,1.568,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.2xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.48xlarge,30.1056,20%,37.632,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.48xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.4xlarge,2.5088,20%,3.136,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.4xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.8xlarge,5.0176,20%,6.272,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.8xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.large,0.3136,20%,0.392,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.large,CreateDBInstance:0014,Hrs
ca-central-1,db.m7i.xlarge,0.6272,20%,0.784,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.m7i.xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.12xlarge,9.91488,20%,12.3936,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7g.12xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.16xlarge,13.21984,20%,16.5248,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7g.16xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.2xlarge,1.65248,20%,2.0656,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7g.2xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.4xlarge,3.30496,20%,4.1312,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7g.4xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.8xlarge,6.60992,20%,8.2624,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7g.8xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.large,0.41312,20%,0.5164,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7g.large,CreateDBInstance:0014,Hrs
ca-central-1,db.r7g.xlarge,0.82624,20%,1.0328,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7g.xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.12xlarge,10.368,20%,12.96,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.12xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.16xlarge,13.824,20%,17.28,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.16xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.24xlarge,20.736,20%,25.92,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.24xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.2xlarge,1.728,20%,2.16,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.2xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.48xlarge,41.472,20%,51.84,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.48xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.4xlarge,3.456,20%,4.32,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.4xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.8xlarge,6.912,20%,8.64,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.8xl,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.large,0.432,20%,0.54,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.large,CreateDBInstance:0014,Hrs
ca-central-1,db.r7i.xlarge,0.864,20%,1.08,Aurora MySQL Multi-AZ,Open Source,AmazonRDS,CAN1-Multi-AZUsage:db.r7i.xl,CreateDBInstance:0014,Hrs
ca-central-1,db.m7g.12xlarge,3.56352,20%,4.4544,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.12xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7g.16xlarge,4.75136,20%,5.9392,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.16xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7g.2xlarge,0.59392,20%,0.7424,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.2xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7g.4xlarge,1.18784,20%,1.4848,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.4xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7g.8xlarge,2.37568,20%,2.9696,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.8xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7g.large,0.14848,20%,0.1856,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.large,CreateDBInstance:0002,Hrs
ca-central-1,db.m7g.xlarge,0.29696,20%,0.3712,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7g.xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.12xlarge,3.7632,20%,4.704,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.12xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.16xlarge,5.0176,20%,6.272,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.16xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.24xlarge,7.5264,20%,9.408,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.24xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.2xlarge,0.6272,20%,0.784,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.2xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.48xlarge,15.0528,20%,18.816,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.48xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.4xlarge,1.2544,20%,1.568,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.4xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.8xlarge,2.5088,20%,3.136,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.8xl,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.large,0.1568,20%,0.196,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.large,CreateDBInstance:0002,Hrs
ca-central-1,db.m7i.xlarge,0.3136,20%,0.392,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.m7i.xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7g.12xlarge,4.95744,20%,6.1968,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.12xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7g.16xlarge,6.60992,20%,8.2624,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.16xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7g.2xlarge,0.82624,20%,1.0328,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.2xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7g.4xlarge,1.65248,20%,2.0656,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.4xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7g.8xlarge,3.30496,20%,4.1312,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.8xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7g.large,0.20656,20%,0.2582,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.large,CreateDBInstance:0002,Hrs
ca-central-1,db.r7g.xlarge,0.41312,20%,0.5164,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7g.xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7i.12xlarge,5.184,20%,6.48,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.12xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7i.16xlarge,6.912,20%,8.64,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.16xl,CreateDBInstance:0002,Hrs
ca-central-1,db.r7i.24xlarge,10.368,20%,12.96,Aurora PostgreSQL,Open Source,AmazonRDS,CAN1-InstanceUsage:db.r7i.24xl,CreateDBInstance:0002,Hrs
